x, y, u
-12.727273, -18.383838, 0.000650
-12.323232, -18.383838, 0.000240
-11.919192, -18.383838, 0.000090
-11.515152, -18.383838, 0.000035
-11.111111, -18.383838, 0.000014
-10.707071, -18.383838, 0.000006
-10.303030, -18.383838, 0.000002
-9.898990, -18.383838, 0.000001
-9.494949, -18.383838, 0.000001
-9.090909, -18.383838, 0.000001
-8.686869, -18.383838, 0.000002
-8.282828, -18.383838, 0.000003
-7.878788, -18.383838, 0.000007
-7.474747, -18.383838, 0.000015
-7.070707, -18.383838, 0.000029
-6.666667, -18.383838, 0.000054
-6.262626, -18.383838, 0.000095
-5.858586, -18.383838, 0.000158
-5.454545, -18.383838, 0.000251
-5.050505, -18.383838, 0.000381
-4.646465, -18.383838, 0.000551
-4.242424, -18.383838, 0.000761
-3.838384, -18.383838, 0.001007
-3.434343, -18.383838, 0.001276
-3.030303, -18.383838, 0.001550
-2.626263, -18.383838, 0.001804
-2.222222, -18.383838, 0.002016
-1.818182, -18.383838, 0.002161
-1.414141, -18.383838, 0.002224
-1.010101, -18.383838, 0.002197
-0.606061, -18.383838, 0.002082
-0.202020, -18.383838, 0.001893
0.202020, -18.383838, 0.001650
0.606061, -18.383838, 0.001378
1.010101, -18.383838, 0.001102
1.414141, -18.383838, 0.000843
1.818182, -18.383838, 0.000616
2.222222, -18.383838, 0.000429
2.626263, -18.383838, 0.000285
3.030303, -18.383838, 0.000180
3.434343, -18.383838, 0.000107
3.838384, -18.383838, 0.000061
4.242424, -18.383838, 0.000033
4.646465, -18.383838, 0.000017
5.050505, -18.383838, 0.000008
5.454545, -18.383838, 0.000004
5.858586, -18.383838, 0.000002
6.262626, -18.383838, 0.000001
6.666667, -18.383838, 0.000001
7.070707, -18.383838, 0.000001
7.474747, -18.383838, 0.000003
7.878788, -18.383838, 0.000007
8.282828, -18.383838, 0.000017
8.686869, -18.383838, 0.000045
9.090909, -18.383838, 0.000120
9.494949, -18.383838, 0.000329
9.898990, -18.383838, 0.000925
10.303030, -18.383838, 0.002662
10.707071, -18.383838, 0.007869
11.111111, -18.383838, 0.024128
11.515152, -18.383838, 0.076657
11.919192, -18.383838, 0.238960
12.323232, -18.383838, 0.594533
12.727273, -18.383838, 0.867043
13.131313, -18.383838, 0.965963
13.535354, -18.383838, 0.992227
13.939394, -18.383838, 0.997907
14.343434, -18.383838, 0.998192
14.747475, -18.383838, 0.995580
15.151515, -18.383838, 0.986208
15.555556, -18.383838, 0.952509
15.959596, -18.383838, 0.830278
16.363636, -18.383838, 0.485126
16.767677, -18.383838, 0.157298
17.171717, -18.383838, 0.039392
17.575758, -18.383838, 0.008975
17.979798, -18.383838, 0.001939
18.383838, -18.383838, 0.000400
18.787879, -18.383838, 0.000079
19.191919, -18.383838, 0.000015
19.595960, -18.383838, 0.000003
20.000000, -18.383838, 0.000001
-20.000000, -17.979798, 0.718647
-19.595960, -17.979798, 0.852193
-19.191919, -17.979798, 0.945740
-18.787879, -17.979798, 0.981746
-18.383838, -17.979798, 0.993668
-17.979798, -17.979798, 0.997516
-17.575758, -17.979798, 0.998242
-17.171717, -17.979798, 0.995390
-16.767677, -17.979798, 0.980252
-16.363636, -17.979798, 0.919165
-15.959596, -17.979798, 0.724289
-15.555556, -17.979798, 0.359581
-15.151515, -17.979798, 0.120358
-14.747475, -17.979798, 0.037587
-14.343434, -17.979798, 0.012198
-13.939394, -17.979798, 0.004211
-13.535354, -17.979798, 0.001540
-13.131313, -17.979798, 0.000590
-12.727273, -17.979798, 0.000234
-12.323232, -17.979798, 0.000095
-11.919192, -17.979798, 0.000040
-11.515152, -17.979798, 0.000017
-11.111111, -17.979798, 0.000007
-10.707071, -17.979798, 0.000003
-10.303030, -17.979798, 0.000002
-9.898990, -17.979798, 0.000001
-9.494949, -17.979798, 0.000002
-9.090909, -17.979798, 0.000004
-8.686869, -17.979798, 0.000009
-8.282828, -17.979798, 0.000020
-7.878788, -17.979798, 0.000043
-7.474747, -17.979798, 0.000088
-7.070707, -17.979798, 0.000170
-6.666667, -17.979798, 0.000312
-6.262626, -17.979798, 0.000545
-5.858586, -17.979798, 0.000904
-5.454545, -17.979798, 0.001427
-5.050505, -17.979798, 0.002150
-4.646465, -17.979798, 0.003093
-4.242424, -17.979798, 0.004254
-3.838384, -17.979798, 0.005601
-3.434343, -17.979798, 0.007066
-3.030303, -17.979798, 0.008549
-2.626263, -17.979798, 0.009927
-2.222222, -17.979798, 0.011066
-1.818182, -17.979798, 0.011848
-1.414141, -17.979798, 0.012185
-1.010101, -17.979798, 0.012038
-0.606061, -17.979798, 0.011421
-0.202020, -17.979798, 0.010404
0.202020, -17.979798, 0.009093
0.606061, -17.979798, 0.007620
1.010101, -17.979798, 0.006117
1.414141, -17.979798, 0.004699
1.818182, -17.979798, 0.003450
2.222222, -17.979798, 0.002417
2.626263, -17.979798, 0.001613
3.030303, -17.979798, 0.001024
3.434343, -17.979798, 0.000617
3.838384, -17.979798, 0.000352
4.242424, -17.979798, 0.000190
4.646465, -17.979798, 0.000097
5.050505, -17.979798, 0.000046
5.454545, -17.979798, 0.000021
5.858586, -17.979798, 0.000009
6.262626, -17.979798, 0.000004
6.666667, -17.979798, 0.000002
7.070707, -17.979798, 0.000001
7.474747, -17.979798, 0.000002
7.878788, -17.979798, 0.000004
8.282828, -17.979798, 0.000009
8.686869, -17.979798, 0.000021
9.090909, -17.979798, 0.000052
9.494949, -17.979798, 0.000129
9.898990, -17.979798, 0.000332
10.303030, -17.979798, 0.000881
10.707071, -17.979798, 0.002443
11.111111, -17.979798, 0.007185
11.515152, -17.979798, 0.022564
11.919192, -17.979798, 0.074653
12.323232, -17.979798, 0.243309
12.727273, -17.979798, 0.614850
13.131313, -17.979798, 0.881666
13.535354, -17.979798, 0.971464
13.939394, -17.979798, 0.993704
14.343434, -17.979798, 0.998028
14.747475, -17.979798, 0.997605
15.151515, -17.979798, 0.993663
15.555556, -17.979798, 0.979822
15.959596, -17.979798, 0.929086
16.363636, -17.979798, 0.748091
16.767677, -17.979798, 0.347136
17.171717, -17.979798, 0.097777
17.575758, -17.979798, 0.023019
17.979798, -17.979798, 0.005040
18.383838, -17.979798, 0.001051
18.787879, -17.979798, 0.000210
19.191919, -17.979798, 0.000040
19.595960, -17.979798, 0.000007
20.000000, -17.979798, 0.000002
-20.000000, -17.575758, 0.932287
-19.595960, -17.575758, 0.960770
-19.191919, -17.575758, 0.983031
-18.787879, -17.575758, 0.993273
-18.383838, -17.575758, 0.997221
-17.979798, -17.575758, 0.998262
-17.575758, -17.575758, 0.996167
-17.171717, -17.575758, 0.983411
-16.767677, -17.575758, 0.928590
-16.363636, -17.575758, 0.742030
-15.959596, -17.575758, 0.369046
-15.555556, -17.575758, 0.118956
-15.151515, -17.575758, 0.035552
-14.747475, -17.575758, 0.011063
-14.343434, -17.575758, 0.003687
-13.939394, -17.575758, 0.001319
-13.535354, -17.575758, 0.000504
-13.131313, -17.575758, 0.000204
-12.727273, -17.575758, 0.000086
-12.323232, -17.575758, 0.000038
-11.919192, -17.575758, 0.000017
-11.515152, -17.575758, 0.000008
-11.111111, -17.575758, 0.000004
-10.707071, -17.575758, 0.000002
-10.303030, -17.575758, 0.000002
-9.898990, -17.575758, 0.000003
-9.494949, -17.575758, 0.000008
-9.090909, -17.575758, 0.000020
-8.686869, -17.575758, 0.000049
-8.282828, -17.575758, 0.000112
-7.878788, -17.575758, 0.000242
-7.474747, -17.575758, 0.000492
-7.070707, -17.575758, 0.000946
-6.666667, -17.575758, 0.001725
-6.262626, -17.575758, 0.002987
-5.858586, -17.575758, 0.004919
-5.454545, -17.575758, 0.007714
-5.050505, -17.575758, 0.011542
-4.646465, -17.575758, 0.016490
-4.242424, -17.575758, 0.022526
-3.838384, -17.575758, 0.029464
-3.434343, -17.575758, 0.036947
-3.030303, -17.575758, 0.044460
-2.626263, -17.575758, 0.051378
-2.222222, -17.575758, 0.057059
-1.818182, -17.575758, 0.060936
-1.414141, -17.575758, 0.062602
-1.010101, -17.575758, 0.061875
-0.606061, -17.575758, 0.058823
-0.202020, -17.575758, 0.053760
0.202020, -17.575758, 0.047194
0.606061, -17.575758, 0.039756
1.010101, -17.575758, 0.032103
1.414141, -17.575758, 0.024820
1.818182, -17.575758, 0.018345
2.222222, -17.575758, 0.012939
2.626263, -17.575758, 0.008693
3.030303, -17.575758, 0.005555
3.434343, -17.575758, 0.003370
3.838384, -17.575758, 0.001937
4.242424, -17.575758, 0.001053
4.646465, -17.575758, 0.000540
5.050505, -17.575758, 0.000261
5.454545, -17.575758, 0.000118
5.858586, -17.575758, 0.000050
6.262626, -17.575758, 0.000020
6.666667, -17.575758, 0.000008
7.070707, -17.575758, 0.000003
7.474747, -17.575758, 0.000002
7.878788, -17.575758, 0.000002
8.282828, -17.575758, 0.000005
8.686869, -17.575758, 0.000010
9.090909, -17.575758, 0.000022
9.494949, -17.575758, 0.000052
9.898990, -17.575758, 0.000123
10.303030, -17.575758, 0.000308
10.707071, -17.575758, 0.000814
11.111111, -17.575758, 0.002300
11.515152, -17.575758, 0.007013
11.919192, -17.575758, 0.023039
12.323232, -17.575758, 0.080018
12.727273, -17.575758, 0.270504
13.131313, -17.575758, 0.662257
13.535354, -17.575758, 0.904786
13.939394, -17.575758, 0.978455
14.343434, -17.575758, 0.995315
14.747475, -17.575758, 0.998092
15.151515, -17.575758, 0.996818
15.555556, -17.575758, 0.990895
15.959596, -17.575758, 0.969602
16.363636, -17.575758, 0.888971
16.767677, -17.575758, 0.614868
17.171717, -17.575758, 0.221711
17.575758, -17.575758, 0.055915
17.979798, -17.575758, 0.012501
18.383838, -17.575758, 0.002636
18.787879, -17.575758, 0.000531
19.191919, -17.575758, 0.000102
19.595960, -17.575758, 0.000019
20.000000, -17.575758, 0.000004
-20.000000, -17.171717, 0.984032
-19.595960, -17.171717, 0.989535
-19.191919, -17.171717, 0.994589
-18.787879, -17.171717, 0.997392
-18.383838, -17.171717, 0.998404
-17.979798, -17.171717, 0.997048
-17.575758, -17.171717, 0.987315
-17.171717, -17.171717, 0.942500
-16.767677, -17.171717, 0.777426
-16.363636, -17.171717, 0.405817
-15.959596, -17.171717, 0.128056
-15.555556, -17.171717, 0.036715
-15.151515, -17.171717, 0.010932
-14.747475, -17.171717, 0.003492
-14.343434, -17.171717, 0.001203
-13.939394, -17.171717, 0.000446
-13.535354, -17.171717, 0.000177
-13.131313, -17.171717, 0.000075
-12.727273, -17.171717, 0.000033
-12.323232, -17.171717, 0.000016
-11.919192, -17.171717, 0.000008
-11.515152, -17.171717, 0.000004
-11.111111, -17.171717, 0.000002
-10.707071, -17.171717, 0.000003
-10.303030, -17.171717, 0.000006
-9.898990, -17.171717, 0.000016
-9.494949, -17.171717, 0.000044
-9.090909, -17.171717, 0.000112
-8.686869, -17.171717, 0.000269
-8.282828, -17.171717, 0.000608
-7.878788, -17.171717, 0.001300
-7.474747, -17.171717, 0.002624
-7.070707, -17.171717, 0.005011
-6.666667, -17.171717, 0.009069
-6.262626, -17.171717, 0.015570
-5.858586, -17.171717, 0.025391
-5.454545, -17.171717, 0.039407
-5.050505, -17.171717, 0.058241
-4.646465, -17.171717, 0.082018
-4.242424, -17.171717, 0.110266
-3.838384, -17.171717, 0.141829
-3.434343, -17.171717, 0.174815
-3.030303, -17.171717, 0.206805
-2.626263, -17.171717, 0.235267
-2.222222, -17.171717, 0.257940
-1.818182, -17.171717, 0.273061
-1.414141, -17.171717, 0.279475
-1.010101, -17.171717, 0.276682
-0.606061, -17.171717, 0.264854
-0.202020, -17.171717, 0.244841
0.202020, -17.171717, 0.218152
0.606061, -17.171717, 0.186884
1.010101, -17.171717, 0.153555
1.414141, -17.171717, 0.120764
1.818182, -17.171717, 0.090732
2.222222, -17.171717, 0.064965
2.626263, -17.171717, 0.044210
3.030303, -17.171717, 0.028555
3.434343, -17.171717, 0.017490
3.838384, -17.171717, 0.010136
4.242424, -17.171717, 0.005547
4.646465, -17.171717, 0.002863
5.050505, -17.171717, 0.001390
5.454545, -17.171717, 0.000634
5.858586, -17.171717, 0.000271
6.262626, -17.171717, 0.000109
6.666667, -17.171717, 0.000041
7.070707, -17.171717, 0.000015
7.474747, -17.171717, 0.000005
7.878788, -17.171717, 0.000003
8.282828, -17.171717, 0.000003
8.686869, -17.171717, 0.000005
9.090909, -17.171717, 0.000010
9.494949, -17.171717, 0.000021
9.898990, -17.171717, 0.000048
10.303030, -17.171717, 0.000115
10.707071, -17.171717, 0.000292
11.111111, -17.171717, 0.000797
11.515152, -17.171717, 0.002349
11.919192, -17.171717, 0.007513
12.323232, -17.171717, 0.025970
12.727273, -17.171717, 0.094692
13.131313, -17.171717, 0.327243
13.535354, -17.171717, 0.730020
13.939394, -17.171717, 0.930989
14.343434, -17.171717, 0.985318
14.747475, -17.171717, 0.996690
15.151515, -17.171717, 0.997962
15.555556, -17.171717, 0.995532
15.959596, -17.171717, 0.986160
16.363636, -17.171717, 0.951094
16.767677, -17.171717, 0.817114
17.171717, -17.171717, 0.435385
17.575758, -17.171717, 0.126934
17.979798, -17.171717, 0.029510
18.383838, -17.171717, 0.006315
18.787879, -17.171717, 0.001285
19.191919, -17.171717, 0.000250
